ID,Duration,StartingHour,Age,Male,Organisation_Type_Academia,Organisation_Type_Business,Organisation_Type_Consulting,Organisation_Type_Government,Organisation_Type_Independent,Organisation_Type_Other,Organisation_Type_Student,Organisation_Position,Organisation_Role_Marketing,Organisation_Role_Sales,Organisation_Role_Finance,Organisation_Role_Production,Organisation_Role_RD,Organisation_Role_IT,Organisation_Role_Support,Organisation_Role_Other,Org_Industry_IT,Org_Industry_FinancialServices,Org_Industry_Other,Org_Industry_Education,Org_Industry_Goverment,Org_Industry_Energy,Org_Industry_ProfServices,Org_Industry_Communications,Org_Industry_Retail,Org_Industry_Healthcare,Org_Industry_Manufacturing,Org_Industry_Transportation,Org_Industry_Gaming,Degree,Studies_ScienceMath,Studies_Engeneering,Studies_ICT,Studies_Commerce,Studies_SocialScience,Studies_Law,Studies_Other,Years_DataScience,Skill_Algorithms,Skill_BackEndProgramming,Skill_Bayesian,Skill_BigData,Skill_Business,Skill_ClassicalStatistics,Skill_DataManipulations,Skill_FrontEndProgramming,Skill_GraphicalModels,Skill_MachineLearning,Skill_Math,Skill_Optimization,Skill_ProductDevelopment,Skill_Science,Skill_Simulation,Skill_SpatialStatistics,Skill_StructuredData,Skill_SurveysMarketing,Skill_SystemAdministration,Skill_TemporalStatistics,Skill_UnstructuredData,Skill_Visualisation,ScientistType_Developer,ScientistType_Engineer,ScientistType_Researcher,ScientistType_Scientist,ScientistType_Statistician,ScientistType_JockOfAllTrades,ScientistType_Artist,ScientistType_Hacker,ScientistType_Leader,ScientistType_Business,ScientistType_Entrepreneur,Motivation_NeverAttended,Motivation_Socializing,Motivation_NetworkingB2B,Motivation_Networking4Employer,Motivation_Networking4Employees,Motivation_NewDevelopments,Motivation_Belgian_DS_Scene,Motivation_Contributing,Motivation_Other,BDSC_Organisation_Meetups,BDSC_Organisation_Data4Good,BDSC_Organisation_Hackathons,BDSC_Organisation_Kaggle,BDSC_Organisation_Training,BDSC_Training_Bootcamp,BDSC_Training_Coaching,BDSC_Training_Courses,BDSC_Training_CustomTraining,BDSC_Training_HandsOn
3822566166,1778,11,50,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,15,4,1,2,2,4,4,4,2,2,4,5,4,5,4,1,1,5,2,2,3,2,1,4,2,1,1,2,5,1,1,5,4,5,0,1,1,0,0,1,1,0,0,5,4,2,1,2,1,1,1,1,1
3822599956,501,11,30,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,1,3,1,4,3,4,4,4,1,1,2,2,4,4,2,2,4,1,4,1,3,4,5,5,3,3,3,5,5,5,5,5,5,0,1,1,1,0,1,0,0,0,5,5,5,5,5,4,4,4,4,4
3822661996,1143,11,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,2,1,3,3,3,1,1,2,3,2,3,2,1,1,1,2,1,3,1,1,1,1,2,1,3,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,4,4,2,2,4,4,4,4,4,4
3822700609,7933,10,40,1,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,10,4,5,1,5,3,2,5,3,2,1,2,2,4,5,2,1,5,1,3,1,4,2,5,4,3,2,2,4,1,4,4,4,5,0,1,1,0,0,1,1,1,0,5,4,4,3,5,3,5,4,5,5
3822732783,1048,12,50,1,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,20,2,1,2,3,5,3,5,3,3,3,3,3,3,3,1,1,5,3,3,3,2,3,3,2,2,3,1,4,2,1,3,5,5,1,1,1,0,1,1,1,0,0,5,5,4,3,3,2,3,4,2,1
3822792219,515,12,40,1,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,15,2,3,1,3,4,2,1,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,2,2,1,5,5,3,1,0,0,0,0,0,0,0,0,4,4,4,4,3,2,5,4,2,3
3822815942,362,12,30,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,1,1,2,2,5,4,3,1,5,5,4,2,1,3,1,4,2,1,1,1,2,2,2,1,4,4,2,1,1,2,2,1,0,1,0,0,0,0,0,0,0,5,4,2,2,5,5,5,5,5,5
3822883413,785,13,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,2,2,2,2,3,3,1,1,3,3,3,2,3,2,1,3,3,1,3,1,2,2,3,4,4,3,3,2,1,3,4,2,1,0,0,0,0,1,1,0,0,3,3,3,3,3,2,3,4,4,4
3822921080,690,13,60,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,30,2,1,2,2,4,5,5,4,3,2,3,2,1,5,3,4,5,2,3,2,2,2,4,3,5,5,4,3,2,2,2,1,1,0,1,0,1,0,1,1,1,0,5,4,5,4,5,4,5,4,4,5
3822928189,633,13,20,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,3,2,2,1,1,2,2,3,4,1,3,2,2,2,3,2,4,3,1,3,2,2,3,2,2,4,4,2,4,3,3,1,2,3,1,0,0,0,0,0,0,0,0,5,4,4,3,4,4,3,3,1,5
3823061853,2133,14,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,15,1,1,1,1,3,1,4,1,1,1,3,2,4,2,1,1,1,4,1,3,1,4,2,2,4,2,3,2,2,1,2,5,2,1,1,1,0,0,1,1,0,0,5,4,3,2,4,1,4,4,3,5
3823110197,49,14,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823115667,913,14,40,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,5,4,3,3,5,4,2,3,3,3,3,3,3,5,4,2,2,5,2,3,3,4,4,5,5,5,4,2,3,2,5,4,3,4,0,1,1,0,0,0,1,1,0,5,4,4,5,3,3,4,5,2,5
3823195439,456,14,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823495519,277,16,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3823501103,605,16,50,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,1,1,1,1,4,5,5,2,1,4,4,4,1,5,3,3,2,3,1,4,2,3,2,1,4,4,4,4,1,2,2,2,1,0,1,1,1,0,1,1,0,0,4,5,4,4,5,3,4,4,4,4
3823572454,1666,16,40,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,5,2,4,3,2,2,3,4,4,2,2,3,3,3,4,5,4,5,2,4,2,2,4,5,5,5,4,3,5,3,4,2,1,2,1,1,0,1,0,1,1,0,0,5,4,5,2,5,4,3,4,2,5
3823579081,162,16,20,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823850991,465,18,40,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,1,3,4,2,3,1,1,1,4,2,1,1,1,1,4,1,3,1,2,3,4,4,1,2,2,2,1,2,3,2,2,0,0,0,0,0,1,1,0,0,5,4,4,3,3,3,3,3,3,3
3823862512,357,18,40,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,3,5,3,3,2,2,4,2,4,4,4,3,3,2,3,1,5,1,4,2,4,4,4,5,3,2,2,5,1,2,2,2,3,0,1,0,0,0,0,1,1,0,5,4,3,3,4,2,4,2,3,4
3824089737,974,19,30,1,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,5,2,3,4,2,4,5,4,3,5,5,4,2,5,3,4,4,3,1,4,4,4,2,3,4,4,3,2,1,4,5,1,3,1,0,1,0,1,1,0,0,0,5,4,4,3,4,1,4,4,2,5
3824221086,-20116393,19,50,1,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,20,2,1,1,1,4,2,2,3,2,2,3,2,5,3,3,2,2,2,3,2,1,2,2,4,4,3,2,4,2,2,5,5,5,0,1,1,0,0,1,1,1,0,4,4,4,3,4,3,4,4,4,4
3824231869,719,20,40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,20,1,2,1,3,4,2,4,3,1,2,2,1,4,2,1,2,4,2,2,1,2,5,4,3,3,3,2,4,4,2,3,5,3,1,1,1,0,0,1,1,1,0,4,4,4,3,3,3,3,4,2,5
3824400680,896,21,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,1,2,1,4,5,3,2,1,2,3,2,1,3,4,2,4,3,1,1,1,2,4,4,5,5,5,4,2,3,3,4,4,1,0,0,0,0,0,0,0,0,3,5,3,5,5,3,4,4,3,4
3824512698,803,22,40,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,4,1,4,2,3,4,3,3,2,3,2,3,1,1,1,5,3,2,2,4,4,5,3,1,2,1,1,1,1,1,3,1,0,0,0,0,0,1,1,0,0,4,5,4,4,4,3,3,3,2,4
3824601437,438,23,30,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,10,4,4,2,5,3,3,4,3,2,3,2,2,2,2,1,2,4,2,3,2,4,4,4,4,2,2,3,4,3,4,4,4,5,0,1,1,1,1,1,1,1,0,5,3,5,3,4,2,4,2,4,4
3824727717,93,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825267876,136,7,40,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825323649,1706,8,40,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,17,2,2,1,2,3,2,2,4,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,2,2,2,1,2,3,1,4,1,4,1,1,1,0,0,1,1,0,0,5,3,3,3,4,2,4,4,4,5
3825442759,731,9,30,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,4,4,3,3,4,3,4,4,4,4
3825510779,1796,9,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827132368,3085,20,30,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,3,3,2,1,1,4,4,1,3,2,4,1,1,5,1,3,3,1,1,5,3,4,2,1,5,5,4,2,1,1,3,1,2,0,1,0,1,0,1,1,0,0,5,5,5,5,5,4,4,4,4,4
3828012961,450,6,40,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,2,1,2,3,1,2,2,2,2,2,1,4,3,2,1,5,3,5,3,2,3,4,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,1,1,0,0,4,3,4,3,5,4,4,3,4,4
3828192301,333,9,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,5,2,3,5,1,4,2,3,2,2,1,5,2,1,1,5,1,5,3,3,2,2,2,1,1,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828226989,692,10,50,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,22,2,2,2,3,4,3,5,2,2,2,5,3,4,4,2,2,4,2,4,3,3,5,2,4,1,2,2,5,3,3,4,4,4,1,0,0,0,0,0,0,0,0,5,3,4,2,4,2,3,4,2,4
3828248816,366,10,30,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,10,1,2,5,2,2,4,5,4,5,5,4,3,5,5,3,1,5,2,1,5,2,4,4,5,5,5,4,3,5,3,4,3,4,0,0,0,1,0,0,1,0,0,5,5,3,3,4,4,3,5,4,4
3828369101,514,11,50,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,3,2,3,3,1,4,4,2,4,4,4,4,1,3,3,2,3,1,1,3,3,3,3,4,4,4,5,2,3,4,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,4,3,3,4,3,3,4
3828772604,813,14,30,1,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,5,3,4,2,2,4,3,4,4,3,3,4,4,5,5,2,1,4,2,1,2,2,2,5,3,5,4,2,1,1,1,5,4,1,0,0,1,0,0,1,1,1,0,5,4,4,2,2,3,3,3,3,4
3828789187,957,14,30,1,0,1,0,0,0,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,3,2,2,2,5,3,2,2,2,2,4,3,5,2,2,3,2,2,1,3,2,4,2,2,2,2,2,3,2,2,4,5,5,0,1,0,0,1,1,1,1,0,5,5,5,5,4,4,5,5,2,5
3828843182,1093,15,30,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,1,2,3,1,4,4,2,1,4,4,3,2,4,3,3,1,2,4,1,1,2,3,3,2,5,4,2,3,1,1,5,3,2,1,1,1,1,0,1,0,0,0,3,4,2,2,4,2,3,4,3,4
3829146473,1133,17,30,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,4,2,3,4,2,4,4,1,4,4,5,3,1,5,4,1,4,4,2,3,4,4,2,3,5,4,3,2,2,4,2,4,3,0,1,1,1,0,1,1,1,0,5,5,3,4,5,4,4,4,3,5
3829509708,1079,19,30,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,4,2,3,4,2,4,4,1,4,4,5,3,2,4,3,2,4,3,2,3,4,4,3,2,5,3,3,3,2,4,2,2,3,0,1,1,1,0,1,1,1,0,5,5,3,4,5,4,4,4,2,5
3830454840,383,10,30,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,3,2,3,4,5,4,4,2,1,4,3,3,4,3,3,2,3,2,3,4,3,3,3,5,1,2,2,5,2,4,4,5,3,0,0,1,0,0,1,1,0,0,5,4,4,4,5,4,4,5,5,5
3831425614,507,8,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,4,3,2,2,4,2,5,2,2,4,2,3,2,1,2,2,2,2,2,2,2,4,4,4,1,5,2,1,1,4,4,4,0,1,0,1,0,0,0,0,0,5,5,4,4,4,4,5,4,3,4
3831425908,190,8,30,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831427426,1018,8,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,5,4,1,2,3,2,4,3,1,3,4,4,2,1,1,1,1,5,2,2,3,3,5,2,4,2,3,3,5,2,2,2,3,2,0,1,1,0,1,1,0,0,0,3,4,3,4,3,3,4,4,2,5
3831428568,303,8,40,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831430205,985,8,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,4,2,4,4,3,3,5,4,5,5,4,4,2,4,3,2,4,2,4,4,5,4,4,4,4,4,4,5,1,4,4,4,4,0,1,1,1,1,1,1,0,0,5,4,4,4,4,3,5,5,4,4
3831431719,1214,8,40,1,0,1,0,0,0,0,0,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,0,1,1,1,1,1,4,3,1,2,1,1,3,1,4,3,1,1,2,2,1,1,1,1,1,2,1,1,1,2,4,1,4,4,5,1,0,1,0,1,1,1,0,0,4,4,4,3,4,3,4,5,4,4
3831434157,644,9,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,2,2,2,3,3,3,2,3,2,3,3,3,2,2,2,4,2,4,2,3,2,2,2,4,3,3,1,3,1,3,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3831436668,576,9,40,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,10,4,4,2,2,3,4,5,4,4,4,2,2,4,4,2,1,5,2,5,3,5,4,5,5,4,4,3,5,2,4,3,4,3,1,0,0,0,0,0,0,1,0,5,2,2,1,4,3,5,4,3,5
3831436964,1024,9,40,1,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,15,4,4,3,2,2,4,5,3,4,4,3,2,4,4,2,2,5,2,3,2,4,5,5,4,5,4,4,5,3,2,4,4,5,1,0,0,0,0,0,0,0,0,4,3,4,4,3,3,3,3,3,4
3831441419,872,9,30,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,6,3,2,3,4,5,5,5,5,3,4,2,3,3,5,2,2,4,2,2,3,5,5,4,3,1,1,3,5,3,1,4,5,5,0,1,1,0,1,1,1,0,0,4,4,4,2,1,2,4,4,3,4
3831442149,555,9,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,2,1,1,2,1,3,3,2,1,1,2,1,1,1,1,1,4,1,3,1,1,1,4,2,2,3,3,3,1,3,2,2,1,0,0,0,0,0,1,1,0,0,5,5,3,3,3,3,5,5,2,4
3831445163,1164,9,30,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,0,0,0,0,1,1,0,0,0,5,5,4,1,1,1,1,1,1,1
3831447731,705,9,40,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,4,2,4,1,3,4,1,2,3,1,2,3,2,4,2,3,1,4,1,3,1,2,2,4,3,2,2,2,3,2,3,4,3,3,0,1,1,0,0,1,1,0,0,4,4,3,3,3,4,3,4,3,5
3831450534,1966,9,30,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,7,4,4,2,5,1,3,3,3,3,4,5,2,2,5,4,1,4,1,3,1,3,3,4,5,5,5,3,4,2,4,3,2,2,0,1,1,1,1,0,1,1,1,5,5,4,4,5,4,5,5,3,5
3831451375,457,9,30,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,4,2,2,1,4,5,5,1,1,3,4,3,2,3,2,1,2,1,2,5,1,1,2,4,2,3,3,5,2,5,3,4,4,0,1,0,1,0,1,1,0,0,5,5,4,4,2,3,3,3,3,5
3831452715,263,9,20,1,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,4,3,1,3,1,1,2,4,3,3,2,2,4,1,1,1,1,1,1,2,4,5,5,5,4,4,2,4,2,3,3,2,3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,5,5,4,4,5
3831453128,110,9,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831460801,1039,9,30,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,4,2,1,2,2,4,4,3,1,2,2,4,4,5,2,1,1,3,3,1,3,2,4,2,1,2,2,2,4,4,1,4,5,4,0,1,1,1,0,1,1,0,0,4,4,5,5,5,5,4,4,4,5
3831464863,600,10,60,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,15,2,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,3,2,3,1,2,1,1,3,2,1,3,4,5,1,0,0,0,0,0,0,0,0,5,5,3,3,5,4,3,4,4,5
3831465474,38,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831467728,467,10,30,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,9,5,4,5,3,2,5,5,5,5,5,5,5,3,4,5,3,5,5,4,5,5,4,4,5,5,5,4,4,1,4,4,2,1,0,0,0,0,0,0,1,0,0,5,4,3,3,3,3,3,3,3,3
3831467929,780,10,30,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,5,3,2,4,2,1,5,5,1,3,5,5,4,1,5,3,4,3,2,2,4,4,4,4,4,5,5,5,3,4,4,3,3,3,0,0,1,0,0,1,1,0,0,4,3,3,4,4,4,4,4,4,4
3831468985,612,10,50,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,4,3,4,5,4,4,4,3
3831472867,69,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
